title	author	year_pub	provider	country	crop	uri	open_access	checked	in_carob	carobid	carob_url	carob_contributor	carob_folder	duplicate	
Replication Data for: ‘Alisha’, ‘Anamaria’, ‘Bie’, ‘Bita’, ‘Caelan’, ‘Ivone’, ‘Lawrence’, ‘Margarete’, and ‘Victoria’ Sweetpotato	Andrade, Maria	2016	CIP	MOZ	sweetpotato	https://doi.org/10.21223/P3/DP0OYK	TRUE	TRUE	FALSE						
Replication Data for: Release of orange-fleshed sweetpotato (Ipomoea batatas (l.) Lam.) cultivars in Mozambique through an accelerated breeding scheme	Andrade, Maria	2017	CIP	MOZ	sweetpotato	https://doi.org/10.21223/P3/OIQSOC	FALSE	TRUE	FALSE						
Dataset for: 5226a Data file true seed hybrid population wide adaptation and earliness	Diaz, Federico	2017	CIP	PER	sweetpotato	https://doi.org/10.21223/2B2RI9	TRUE	TRUE	FALSE						
Dataset for: 5226c True seed 2016 hybrid population high iron and zinc	Diaz, Federico	2017	CIP	PER	sweetpotato	https://doi.org/10.21223/JRDLYY	TRUE	TRUE	FALSE						
Dataset for: 5226b True seed 2016 Experimental hybrid populations low sugar	Diaz, Federico	2017	CIP	PER	sweetpotato	https://doi.org/10.21223/7LJMH7	TRUE	TRUE	FALSE						
Dataset for: Modified Demonstration Trials for Genetic Gain Data for Yield and Quality Traits	Gruneberg, Wolfgang	2020	CIP	PER	sweetpotato	https://doi.org/10.21223/R5CN7B	TRUE	TRUE	FALSE						
Dataset for: Preliminary yield trial, low sugar population with 3 locations	Gruneberg, Wolfgang	2022	CIP	PER	sweetpotato	https://doi.org/10.21223/JMJEFT	FALSE	TRUE	FALSE						
Dataset for: Advanced yield trial, low sugar population with 6 locations	Gruneberg, Wolfgang	2022	CIP	PER	sweetpotato	https://doi.org/10.21223/SAIZKC	FALSE	TRUE	FALSE						
Dataset for: Preliminary yield trial, wide adapted population with 3 locations	Gruneberg, Wolfgang	2022	CIP	PER	sweetpotato	https://doi.org/10.21223/OEAXZB	FALSE	TRUE	FALSE						
Dataset for: Advanced yield trial, wide adapted population with 6 locations	Gruneberg, Wolfgang	2022	CIP	PER	sweetpotato	https://doi.org/10.21223/8NSSWF	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high Vitamin C to contribute to food and nutrition security in Apurimac, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/GHJ9K4	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Junin, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/WLNBYV	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Junin, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/XE9J6Q	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in Vitamin C to contribute to food and nutrition security in Cajamarca, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/R1CBVG	FALSE	TRUE	FALSE						
Dataset for: Potential new bio-fortified potato varieties high in iron and zinc to contribute to food and nutrition security in Cajamarca, Peru	Salas, Elisa	2020	CIP	PER	potato	https://doi.org/10.21223/DPANNH	FALSE	TRUE	FALSE						
